Hs,Ht,Gst,Gprime_st,D,loc_id,gene,tops
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08678,anoR,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08690,mboIIM,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08695,argT_3,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08696,hisJ_1,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08697,argT_2,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08698,murU_1,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08699,ssuC_6,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08702,occP_2,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08703,fabG_5,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08715,ssuC_5,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08719,nosY,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08724,araQ_2,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08725,ssuB_3,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08736,yofA_2,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08737,atsK,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08739,pphA_3,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08752,nosF,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08758,pgl_1,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08759,ugpA_2,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08763,leuO,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08768,tdcB_1,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08769,ddpF_1,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08772,pphA_2,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08774,apbE,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08779,oppD_3,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08790,lysN_2,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08792,resA_2,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08793,vanC,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08804,ugpC_8,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08805,phaA_2,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08810,dadA1_3,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08813,carB_3,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08817,aatB_1,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08820,xerC_9,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08824,ugpB_2,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08825,ectB,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08835,nosD,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08837,penM,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08852,hcnB_2,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08869,rhlB,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08870,rep_2,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08895,recD2_3,0
0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567044,loc08897,gltB_2,0
0.4341085271317829,0.4670542635658913,0.07053941908713672,0.23287671232876644,0.11643835616438317,loc07834,nusG_1,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc05606,macA_2,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc05606,macA_1,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc05608,rfuC_2,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc05653,rutB_1,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc05654,lolD_1,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc05655,yfiR,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc05664,bacC_2,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc05679,rihA_2,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc05686,rihA_3,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc05697,lolE_1,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc05702,mglA_3,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc05704,apc3_1,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc08995,hin_1,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc09037,ypdF,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc09253,yclN,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc09563,ala,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc09690,rfaH_1,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc09703,panD,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc09706,yqaA,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc09771,dapH_3,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc09780,rnhA_2,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc09842,rfaH_2,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc09850,catD_1,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc09899,btuC_1,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc09944,yclP,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc09980,maiA_1,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc10051,yclQ,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc10074,yclO,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc10124,ssuD,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc10132,ligD_3,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc10152,xerC_7,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc10159,vanA,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc10165,btuD_8,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc10168,btuD_7,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc10180,dnaN_3,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc10206,scmP_2,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc10213,scmP_3,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc10240,ddl,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc10241,carB_1,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc10280,intS,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc10324,groL1_2,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc10349,entS_1,0
0.20930232558139533,0.2296511627906977,0.0886075949367089,0.20588235294117657,0.05147058823529413,loc10419,tycC,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05554,hbpA_1,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05554,ddpA_1,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05554,hbpA_5,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05569,golD_2,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05569,golD,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05572,ald_3,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05572,ald_2,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05575,glnH_5,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05575,glnH_4,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05578,emrA_2,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05578,emrA_1,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05580,frcC_3,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05580,frcC_2,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05580,frcC_1,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05582,emrB_1,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05588,abgB_1,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05589,aruI_1,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05592,btuD_12,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05592,frcA_2,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05592,frcA_3,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05593,aspC_2,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05593,aspC_1,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05600,clsB,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05603,lacG_2,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05610,RBKS_1,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05610,RBKS,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05615,xerC_3,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05637,rutC_2,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05638,tdiR_2,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05640,tdiR_1,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05647,gstB_1,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05652,todT_2,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05656,tmoT_2,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05657,bacC_4,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05658,fucA,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05662,glnQ_7,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05665,glnH_3,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05666,ngcG_1,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05669,ydcV_4,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05670,rpiR,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05672,tcyB_2,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05674,ngcF,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05675,pgdA_2,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05681,ydjH_2,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05684,cpo_3,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05687,frcB_1,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05688,nanK_2,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05690,malK_5,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05691,potA_5,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05693,potD_2,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05694,allC_2,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05695,allC_1,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05696,sgaA,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05700,hyuA_2,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc05703,sasA_3,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc08931,icd,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc08943,virD4_2,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09242,gluD_2,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09403,oppF_2,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09409,higA2,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09437,ligD_4,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09440,yiaW_2,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09446,betB_7,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09448,hpatpa,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09457,asd_1,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09463,traC_3,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09502,tdiR,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09517,acr1,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09592,nocT,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09598,vsr,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09643,decR_5,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09673,yccF,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09712,kamA_3,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09749,hin_2,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09757,cynR_1,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09778,polC,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09782,fdhB1,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09786,kamA_2,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09821,scoB_1,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09826,tmoT,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09841,asd2_2,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09851,scoB_2,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09858,doeA_5,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09859,occM,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09865,ectB_1,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09870,torD,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09883,tupB,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09885,atoD,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09889,nicS_3,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09890,scoA,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09908,xerC_2,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09913,tupC,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09937,maiA_2,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09945,phnY_1,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09947,gluD_1,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09948,dapH_1,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09976,phnV_2,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09987,udh_2,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09993,cpo_2,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09995,tupA,0
0.15503875968992242,0.16085271317829447,0.03614457831325275,0.08256880733944898,0.01376146788990814,loc09998,dasC_6,0
