temperature,exp_id,r.sem,r,t.r.sem,t.r,lag.sem,lag,maxOD.sem,maxOD
30c,40th-1,0.016065867247951893,1.0803935831263234,0.04166666666666785,18.875,0.020085712433777658,18.25156423813698,0.008378769309516199,0.30016214054840235
30c,H2M3R1,0.07008256462566098,1.1642843445173354,0.625,11.958333333333334,0.6014371437343904,11.381574968861209,0.03363752774717152,0.29211432117604186
30c,H2M3R2,0.0030590225541564653,1.0859503790277556,0,17.416666666666668,0.011386946981284394,16.86124212618261,0.023923711032611646,0.26944367617100357
30c,H3M1R1,0.053443253453537225,0.5635896117411556,0.916666666666666,20.416666666666664,0.6489008708783786,19.013980336591377,0.004523468608583907,0.13249274920572074
30c,H3M3R2,0.044986818672522785,0.7209102422185549,0.33333333333333215,19,0.33076705764044334,18.024558169177393,0.006092992035931083,0.13701364869439295
30c,H3M4R1,0.07183038169140761,0.43729076332981764,0.33333333333333215,19.25,0.08118435513530818,17.741361977002093,0.011273525443827717,0.08108428630046409
30c,H4M5R1,0.09256527589477757,0.6360413146701535,0.4583333333333321,17.125,0.5806648719080947,16.065738713075373,0.010699187729591143,0.11329567680729646
30c,L1M2R2,0.020040094273456155,0.5265157882028386,0.25,17.333333333333332,0.07069197587114572,15.952034593677784,0.00161881833342932,0.1306198724125021
30c,L2M2R1,0.048454857555748077,1.0093104778949527,0.41666666666666696,15.75,0.46370458977178153,15.079927323356257,0.010762648181930762,0.24611911911102483
30c,L2M4R1,0.02603714405537502,0.5071402176751914,1.291666666666667,17.208333333333332,1.372930088210652,15.891189540675573,0.008409127933595523,0.15570957154850698
30c,L3M1R1,0.04677107547928472,0.7491964769618561,0.625,14.708333333333334,0.6830605437418543,13.719142693042508,0.0026259379037574804,0.22920074057975956
30c,L3M5R1,0.004531816924241483,0.5201000154025854,0.9583333333333338,18.541666666666664,0.8913899731195637,17.259961314008983,0.02054028139540387,0.11436113062738193
30c,L4M2R2,0.06579991278774033,1.2094999685303782,0.8333333333333339,11,0.8532372790306866,10.432904764027969,0.012538411619727836,0.15397826976828477
30c,L4M3R3,0.011913029845174295,0.2587272619704804,0.5000000000000009,15.666666666666668,0.7676404181574901,12.78001485537775,0.0022898690439142055,0.08969492141270642
30c,L4M4R1,0.010032398125142117,0.2890662111026297,0.33333333333333387,18.083333333333336,0.4521569922195239,15.734698376801273,0.0011601187422209667,0.08791700764018225
30c,L4M7R1,0.016854172094100173,0.4258007026517408,0.125,14.958333333333334,0.14725961027228784,13.308018792375247,0.0021940868685766113,0.13354577546415553
30c,bg-2,0.014118279739878501,0.7158330746198667,0.125,16.625,0.13808320171140664,15.558383681616244,0.00886351902850399,0.30229802865451527
30c,bg-3,0.02058042669772364,0.5367832229467315,0.33333333333333387,16.333333333333336,0.28702749875729694,15.037041192564136,0.013923784092858741,0.27036684559313096
30c,crp1-2,0.012445337733931442,0.498680692538637,0.25,13.416666666666666,0.05225611225345883,11.932773538363062,8.659112002703805e-4,0.26504991824406443
30c,crp1-3,0.0033818249417631725,0.4845948920326667,0.666666666666667,11.666666666666668,0.45995378387698244,10.18939810867467,0.0034500976560776493,0.263499934005768
30c,crp2-2,0.07636824180447586,0.7689072310867949,0.16666666666666607,15,0.18505204451621537,14.139949212521906,0.011366685033530248,0.2516969237234249
30c,fp1-2,0.028090377418174436,1.2730104775579625,0.08333333333333304,15.083333333333332,0.05981911178659959,14.470595010269228,0.0012978309193585336,0.24773210102986848
30c,fp1-3,0.10977311954441948,0.8290622258918218,0.625,14.291666666666666,0.7288833620128878,13.439379631033617,4.761051567028773e-4,0.28180420877083834
30c,fp2-2,0.013437491351844187,0.5469263836748086,0.25,15.25,0.2440776903325785,14.005147273861013,0.016506951846178702,0.21540221960244152
30c,gp1-1,0.028079033369595826,0.3648192210600848,1.2916666666666676,17.625,1.3873983773288632,15.97373271188836,0.00241133432155069,0.08555808663712401
30c,gp1-2,0.006509299406860958,0.2976291739915752,0.9583333333333338,23.041666666666664,0.8043953308112143,20.322546056592408,1.4092258774423688e-4,0.08109349180050776
30c,gp1-3,0.058159268734897046,0.435748083214904,0.20833333333333393,18.291666666666664,0.5241965222898273,16.648561501226744,0.002734416600802217,0.08461146520334105
30c,pms-1,0.11832465982176653,0.5389886936882102,0.458333333333333,13.958333333333332,0.09684380480125121,12.5890170278455,0.01720638027110838,0.23488013884147946
30c,pms-2,0.04308891961619465,0.618612591381964,0.20833333333333393,15.625,0.19609546513215026,14.512143186145959,0.0102266504806518,0.2930572574479032
30c,pms-3,0.10625620236998322,0.7083626324631868,0.416666666666666,14.25,0.3316084382451647,13.258739568515072,0.024959439362714383,0.2971896517146976
30c,ppf-1,0.07488764649075984,0.8663569188066595,0.08333333333333391,13.75,0.02142258579334477,12.92807444523357,0.0062951737903358665,0.27586622131266414
30c,src-2,0.03051603819592852,0.9925553382041831,0.04166666666666607,16.208333333333336,0.12846884998425967,15.51931350437015,0.00915211887317907,0.22788069969658156
35c,40th-1,0.11704930453674044,1.1495832387895593,0.08333333333333391,13.75,0.19155890895034133,12.999104997513008,0.01361386026868319,0.30454379549177724
35c,H2M3R1,0.1364360523533769,0.5103854612108609,1.041666666666667,16.875,0.65615060682733,15.318798206083525,0.01034896396159235,0.1798312221949456
35c,H2M3R2,0.10328494631189156,0.7711233808196877,1,20.75,1.0651111784382703,19.90577609534879,0.012997700581402994,0.231516178486527
35c,H3M1R1,0.070707682422433693,0.38051558315115475,0.33333333333333387,21.416666666666664,0.0940780679373816,19.431796560575332,0.03171794591190048,0.1344169076364976
35c,H3M3R2,0.2993192432663442,0.585796047496944,3.8749999999999996,24.375,2.7939034111567214,22.48005270725647,0.03459010895863756,0.12113515126312882
35c,H3M4R1,0.12880610149210794,0.4830886961751891,0.04166666666666607,20.958333333333336,0.39330711253424683,19.33459544083688,0.033518971679715785,0.1265384991568775
35c,H4M5R1,0.15655386396095217,0.47680848933269193,0.25,25,0.6842961443083535,23.559102328752452,0.010933663921153065,0.11110788342838539
35c,L1M2R2,0.454342901550711,0.454342901550711,NA,NA,NA,NA,NA,NA
35c,L2M2R1,0.10471110421475338,0.6975793569063387,0.9583333333333338,18.958333333333336,1.2193506406979608,17.94104162013755,0.0029508387236264477,0.26567162741866196
35c,L2M4R1,0.12498894862803388,0.8142201237086178,1.2083333333333321,19.125,1.2731857161565365,18.33946019673617,0.01903853509804046,0.1980729446762093
35c,L3M1R1,0.05299972338576769,0.7765159614972175,0.08333333333333391,17.083333333333336,0.09859025246984388,16.220839306550992,0.005601477377874045,0.20553420590762678
35c,L3M5R1,0.07873700278492517,0.6150020595802035,7.708333333333333,26.541666666666664,7.54782896979458,25.413845230837943,0.02988231135416849,0.08377188219111253
35c,L4M2R2,0.04094969399621911,0.9454904456355548,0.5,14.75,0.49534552050182246,14.018894314578802,0.010952282422979798,0.26295764694227614
35c,L4M3R3,0.0056899124575222615,0.2578329953907638,1.458333333333333,15.541666666666668,1.2485790523747626,12.635047482080061,0.01461802748556698,0.1022750134516609
35c,L4M4R1,0.06025684704429712,0.3225378398451061,1,15.5,0.6948694669818192,13.33366073283793,0.001996523514406559,0.0959279893675881
35c,L4M7R1,0.012268935546726976,0.5488158743749525,1.1666666666666667,13.583333333333332,1.195635630756553,12.341784423942027,0.005233134566655715,0.1217668966953642
35c,bg-2,0.030524298454008055,1.3072965628431894,0.125,7.791666666666667,0.19651266484525465,7.271543774988029,8.588367183786916e-4,0.42786896511547934
35c,bg-3,0.03476806498940371,0.8393870294717833,0.08333333333333391,12,0.07918091834356655,11.17790558560035,0.00490791358615858,0.3010540848475771
35c,crp1-2,0.007340119805964385,0.9224149214819279,0,10.916666666666666,0.01999748096147691,10.125052195893094,0.0033137355984835526,0.29368720525045056
35c,crp1-3,0.06514935347725198,0.9093539377472508,0.04166666666666607,10.375,0.10422250674644216,9.602224435716302,0.012809017097577452,0.27952453585879833
35c,crp2-2,0.015878775447544236,0.7191733410181502,0.37499999999999994,13.375,0.34100474798714586,12.441529193200305,0.010197162733384765,0.23675472451677604
35c,fp1-2,0.06683982960656687,1.0551207244831096,0,16.083333333333332,0.028988240578611265,15.448228284607081,0.008919069306927761,0.23976805017851344
35c,fp1-3,0.04738632352201766,1.225437441278785,0.041666666666666956,13.791666666666668,0.03229415768925303,13.185946297781165,0.014022328746331842,0.2560393050473067
35c,fp2-2,0.00739660356133387,0.6298668368203146,0.125,16.625,0.03401047050529016,15.6216931469551,0.008070964332630035,0.2563533645683236
35c,gp1-1,0.029266972790016745,0.3677789286800043,1.4999999999999998,24.666666666666668,1.0716950658802344,22.72029777542018,8.127346196428603e-5,0.11724519417144816
35c,gp1-2,0.09786472704510692,0.5092561228773036,2.041666666666668,18.875,1.719904669721697,17.531164714159488,0.010150671230158323,0.16066622210576936
35c,gp1-3,0.05646626706322163,0.2473721663067772,0.541666666666666,24.541666666666664,0.1531419285251232,21.96220869716526,0.005008617739077452,0.11555120736380498
35c,pms-1,0.039463391332805964,0.6431047066804302,0.333333333333333,13.583333333333332,0.3567519294458998,12.540605469299411,0.021597078741652995,0.20746461256550053
35c,pms-2,0.07715397918686095,0.9406070425033135,0.16666666666666607,12.25,0.19244838551412347,11.492369183204321,7.015222891678663e-4,0.30320271738454746
35c,pms-3,0.027945977207854408,1.0513153152797896,0,12.25,0.017974683179165396,11.552645741196997,0.01744591847369875,0.2970959536612129
35c,ppf-1,0.016271462889668686,0.9619580892935287,0.04166666666666607,14.125,0.0628548485784739,13.418649437472943,0.005085899773372565,0.2890766512636974
35c,src-2,0.22631102767111574,1.0470769089645502,0.16666666666666693,13.583333333333332,0.2879940343063643,12.874485017656365,0.008127704421631451,0.2122597231841022
25c,40th-1,0.044365551081123715,0.613469873396586,0,25.583333333333332,0.11943027145491135,24.238893815580788,0.002507941307020728,0.20142113827655464
25c,H2M3R1,0.008099860097620426,1.1299322015331228,0.16666666666666607,20.583333333333336,0.22996974650827262,19.93145984329253,0.0017960258633439308,0.3201052063113731
25c,H2M3R2,0.20323817913857758,1.0952111646484526,0.291666666666666,24.541666666666664,0.43150477384847535,23.852859378930418,0.01407244039198263,0.3457310256742722
25c,H3M1R1,0.14380809376419876,0.413011500427548,0.625,35.791666666666664,0.1142264543793594,34.058375617459504,0.017220511478418573,0.08504945962800756
25c,H3M3R2,0.028612631096653126,0.32740857723275035,0.20833333333333215,35.95833333333333,0.09049422139158379,33.96308447446627,0.003278800972348859,0.08789941821500039
25c,H3M4R1,0.03500559090577071,0.2544856340517315,1.875,34.708333333333336,2.0171547225455644,31.94265066118573,0.006908430499966075,0.09076155829806687
25c,H4M5R1,0.06319968211202068,0.24017557891398963,0.25,38.166666666666664,1.030947026547338,35.198119136570334,0.0029746918999368974,0.09184003379229275
25c,L1M2R2,0.003603339100537978,0.24675002106546515,1.5416666666666679,37.95833333333333,1.5660254368463773,35.30655630723585,0.006946586687577784,0.07400347183541844
25c,L2M2R1,0.1801061146695373,0.5569830498974975,0.6666666666666677,35.83333333333333,0.2820351983468576,34.46530472115947,0.011985822424227839,0.11488680690809826
25c,L2M4R1,0.03214407455334878,0.540153066816404,1.7499999999999998,35.083333333333336,1.7095365081153628,33.71531849913598,0.0026237185544493997,0.12023181671905106
25c,L3M1R1,0.008480967403929257,0.25934448525719345,4.958333333333336,41.375,4.3654979075322755,38.550482030752306,0.011529114104075484,0.11358110430544893
25c,L3M5R1,0.017825784214420964,0.22941001738983163,0.33333333333333215,33.41666666666667,0.4491653182381529,30.754769121983536,4.491951907423866e-4,0.0692595350378849
25c,L4M2R2,0.2320603483422835,0.9555764664281102,1.5416666666666679,20.625,1.8730970552092145,19.661819694496387,9.23959573997296e-4,0.14713400566527654
25c,L4M3R3,0.06043628691179031,0.26261958401766405,7.916666666666666,23,8.516040274008873,20.481431265045742,0.042285846620914995,0.11053812069387303
25c,L4M4R1,0.0344846399648108,0.2660927655666433,8.666666666666664,29.583333333333336,8.398120844221692,27.118577908165626,0.043028825235209144,0.11184178019812502
25c,L4M7R1,0.015614777276963641,0.21063556394834168,0.33333333333333215,32.33333333333333,0.08337928685766194,29.395003470486678,0.0055805117806986965,0.06396126617044903
25c,bg-2,0.04174436929419981,0.39420388157860264,0.37499999999999994,27.541666666666668,0.2408691795666744,25.79477635743269,8.936864514090119e-4,0.1726586318286919
25c,bg-3,0.05467417879370945,0.32302014656323663,0.4583333333333339,17.041666666666664,0.927008668160493,14.825867997844526,0.017900939878627217,0.24716879298263278
25c,crp1-2,0.00426792361007286,0.24267702269977826,1.7499999999999998,13.416666666666666,1.7792047419450308,10.896547351016242,0.011170228404683428,0.2408363173426921
25c,crp1-3,0.017737291549051997,0.16812430015477475,0.16666666666666782,17.75,0.41965641827176636,13.318223035641747,0.023468180805087044,0.228306089150055
25c,crp2-2,0.06872840196749137,0.4244829379488009,0.5,28.5,0.6452578126151138,26.923759602698333,0.008930124142266653,0.1476307099209484
25c,fp1-2,0.006055118339473558,0.43765374129876977,0.5,29.25,0.6067264280307807,27.838419567014753,0.006676312545400991,0.22111704337467816
25c,fp1-3,0.014046216938342846,0.6526072444374104,1.4166666666666659,33.25,1.4316172261989415,32.26745678884734,0.015988788517606458,0.22884805476057232
25c,fp2-2,0.057026721326297956,0.2349052867127667,5.250000000000002,26.833333333333336,3.873284089284517,23.421918964436585,0.007156908998173839,0.1542121760536352
25c,gp1-1,0.010276606875194992,0.2522109777872734,5.208333333333332,31.458333333333332,5.24194397968932,29.0009683253578,0.012498942070899742,0.12263926121922084
25c,gp1-2,0.15105847104765968,0.5124779857951902,5.041666666666666,28.958333333333336,4.659491048418367,27.456233403531634,0.02473906435423709,0.10462319480154422
25c,gp1-3,0.069411162452275,0.56671652137031,0.625,27.125,0.422930787410678,25.964012266874256,2.342749221149812e-4,0.12502022114915018
25c,pms-1,0.005596709682256464,0.20278959021827103,1.125,12.541666666666666,0.6506742310941096,9.089608560684455,0.012366805983259356,0.2423982470527084
25c,pms-2,0.03674478534386992,0.2464026445605244,1.6249999999999998,13.625,1.9522074859803427,11.230288580915602,0.016870820716675144,0.249789351799071
25c,pms-3,9.8083133176996e-4,0.30267902044582123,4.5,25,4.4973116864517095,22.915814926966306,0.008804762229111682,0.16276481542832777
25c,ppf-1,0.02725953007621119,0.2630591077964269,1.583333333333334,32,1.1164147637385664,29.20166120025698,0.0015514050233972827,0.1115478350790238
25c,src-2,0.05085582636623262,0.4795052257916348,0.9583333333333321,22.375,0.807489030963751,20.961511015156994,0.0062358309127002595,0.1597111721166955
40c,40th-1,0.1031173893092463,0.9645886485205377,0.333333333333333,13.333333333333332,0.3658563640014156,12.650669246916038,0.005522618112915072,0.2782162994301084
40c,H2M3R1,0,0,NA,NA,NA,NA,NA,NA
40c,H2M3R2,0,0,NA,NA,NA,NA,NA,NA
40c,H3M1R1,0,0,NA,NA,NA,NA,NA,NA
40c,H3M3R2,0,0,NA,NA,NA,NA,NA,NA
40c,H3M4R1,0,0,NA,NA,NA,NA,NA,NA
40c,H4M5R1,0,0,NA,NA,NA,NA,NA,NA
40c,L1M2R2,0,0,NA,NA,NA,NA,NA,NA
40c,L2M2R1,0.0937537341295,0.8816813888520216,0.25,20.5,0.2120142304072221,19.567153005113795,0.025280038874641406,0.21570217994374424
40c,L2M4R1,0,0,NA,NA,NA,NA,NA,NA
40c,L3M1R1,0.07740085165073288,0.41712317411913225,1.666666666666666,24.166666666666664,1.8648640724460144,22.33501610269537,0.017139661858818944,0.2309161898750684
40c,L3M5R1,0,0,NA,NA,NA,NA,NA,NA
40c,L4M2R2,0,0,NA,NA,NA,NA,NA,NA
40c,L4M3R3,0,0,NA,NA,NA,NA,NA,NA
40c,L4M4R1,0,0,NA,NA,NA,NA,NA,NA
40c,L4M7R1,0,0,NA,NA,NA,NA,NA,NA
40c,bg-2,0.050957659959966206,0.6634348926442797,1.291666666666667,14.958333333333332,1.136450798061709,14.019445758453351,0.0038580572431623906,0.19625418739733985
40c,bg-3,0.04193575028197033,0.5781995739595511,0.9583333333333338,13.375,0.8002945067497791,12.085671344155376,0.001723925932616388,0.19356820718105971
40c,crp1-2,0.03667013763695762,0.43625686943755804,0.125,14.875,0.36604902416707397,13.297449100712646,0.016659381230876735,0.23376316158507632
40c,crp1-3,0.008177642218676395,0.5334849756543263,0.5833333333333339,15,0.5947924905164061,13.667490422378634,0.0011280059610442037,0.2416099820970081
40c,crp2-2,0.0786116769470821,0.37213469518106573,0.37499999999999906,15.958333333333332,0.6333885626977621,14.225077795658592,0.011197597262650098,0.27556467603027246
40c,fp1-2,0.12713353294921656,1.0144096382833463,0.291666666666666,19.041666666666664,0.2554047603508014,18.387837076488104,0.009133240901121428,0.24816914235098808
40c,fp1-3,0.007621569732570609,0.8868348702488924,0.7916666666666661,21.041666666666664,0.7944278561479708,20.292057433612825,0.0026696438105201364,0.18913673079677618
40c,fp2-2,0.013551721120190678,0.14192000285304363,2.375,40.125,2.6200178533026897,34.4172471775347,7.068779408143931e-4,0.07590355576472167
40c,gp1-1,0,0,NA,NA,NA,NA,NA,NA
40c,gp1-2,0,0,NA,NA,NA,NA,NA,NA
40c,gp1-3,0,0,NA,NA,NA,NA,NA,NA
40c,pms-1,0.0932823418547211,0.353567751057673,1.1666666666666667,15.583333333333332,0.6013019539966463,13.307612937261753,0.007041115130670446,0.19682077190921993
40c,pms-2,5.515278031840432e-4,0.3182490350597388,1.083333333333333,16,0.7612267050057947,13.654341805052379,0.021623258493452962,0.21653500187985147
40c,pms-3,0.06931257917528277,0.5000067386591677,1.458333333333333,15.291666666666668,1.2593016130854593,14.001112240179499,0.012473808202626488,0.260365825919918
40c,ppf-1,0.01828217050413999,0.7095694943652273,1.4999999999999998,15,1.5103666677939447,14.149514530192583,0.012960642000442293,0.2510905539065267
40c,src-2,0.06455600136903765,0.8039810521824338,22.208333333333332,37.79166666666667,22.60970289383507,37.156712294628875,0.004351539373500385,0.14072661205911813
